"QID","itemLabel","itemDescription","P1196","P19","P20","P21","P27","P509","P569"
"Q5537980","George Clint","portrait painter and engraver (1770-1854)",NA,"""Covent Garden""","""Kensington""","""male""","""United Kingdom"",""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1770-04-12T00:00:00Z"""
"Q5538934","George Elbert Burr","American printmaker and painter (1859-1939)",NA,"""Munroe Falls""","""Phoenix""","""male""","""United States of America""",NA,"""1859-01-01T00:00:00Z"""
"Q5548964","Gerald Brockhurst","British artist (1890-1978)",NA,"""Birmingham""","""Franklin Lakes""","""male""","""United Kingdom"",""United Kingdom of Great Britain and Ireland"",""United States of America""",NA,"""1890-10-31T00:00:00Z"""
"Q5567571","Glen Alps","American printmaker (1914-1996)",NA,"""Loveland""",NA,"""male""","""United States of America""",NA,"""1914-06-20T00:00:00Z"""
"Q5648983","Hannah Weiner","American poet (1928-1997)",NA,NA,NA,"""female""","""United States of America""",NA,"""1928-11-04T00:00:00Z"""
"Q5677520","Harvey Quaytman","artist (1937-2002)","""natural causes""","""Far Rockaway""","""New York City""","""male""","""United States of America""","""cancer""","""1937-04-20T00:00:00Z"""
"Q3766406","Giovanni Andrea Podestà","Italian painter (1608-1673)",NA,"""Genoa""","""Genoa""","""male""","""Republic of Genoa""",NA,"""1608-01-01T00:00:00Z"""
"Q5720222","Henry Dawe","British artist (1790-1848)",NA,"""Kentish Town""","""Windsor""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1790-09-24T00:00:00Z"""
"Q3768186","Giovanni Stern","Italian architect",NA,"""Rome""","""Rome""","""male""",NA,NA,"""1734-01-01T00:00:00Z"""
"Q5740018","Herman Maril","American artist (1908-1986)",NA,"""Baltimore""",NA,"""male""","""United States of America""",NA,"""1908-01-01T00:00:00Z"""
"Q3816475","Antoni Miralda","Spanish artist",NA,"""Terrassa""",NA,"""male""","""Spain""",NA,"""1942-01-01T00:00:00Z"""
"Q5989667","Idris Khan","British artist",NA,"""United Kingdom""",NA,"""male""","""United Kingdom""",NA,"""1978-12-01T00:00:00Z"""
"Q5292635","Don Freeman","American artist and children's writer (1908-1978)",NA,"""San Diego""",NA,"""male""","""United States of America""",NA,"""1908-08-11T00:00:00Z"""
"Q5860530","Fernando de la Torre Farfán","Spanish priest, poet and writer (1609-1677)",NA,"""Seville""",NA,"""male""","""Spain""",NA,"""1609-01-01T00:00:00Z"""
"Q5867361","Francisco Ruiz Gijón","Spanish sculptor (1653-1720)",NA,"""Utrera""","""Seville""","""male""","""Spain""",NA,"""1653-01-01T00:00:00Z"""
"Q4013569","Vincenzio Vangelisti","Italian painter",NA,"""Florence""","""Milan""","""male""",NA,NA,"""1744-01-01T00:00:00Z"",""1740-01-01T00:00:00Z"""
"Q4072372","Robert van Audenaerde","Flemish painter",NA,"""Ghent""","""Ghent""","""male""","""Southern Netherlands""",NA,"""1663-01-01T00:00:00Z"""
"Q3579741","Édouard Bertin","French painter and journalist (1797-1871)",NA,"""Paris""","""6th arrondissement of Paris""","""male""","""France""",NA,"""1797-10-07T00:00:00Z"""
"Q3966499","Sperandio di Bartolommeo de' Savelli","Italian medallist",NA,"""Mantua""","""Venice""","""male""","""Republic of Venice""",NA,"""1411-01-01T00:00:00Z"",""1431-01-01T00:00:00Z"""
"Q3907293","Polidoro da Lanciano","Italian painter (1515-1565)",NA,"""Lanciano""","""Venice""","""male""","""Republic of Venice""",NA,"""1515-01-01T00:00:00Z"",""1510-01-01T00:00:00Z"""
"Q4679085","Adam Fuss","American photographer",NA,"""London""",NA,"""male""","""United Kingdom"",""United States of America""",NA,"""1961-01-01T00:00:00Z"""
"Q4716316","Alessandro Capra","Italian architect",NA,"""Cremona""","""Cremona""","""male""",NA,NA,"""1608-01-01T00:00:00Z"""
"Q5079004","Charles Herbert Woodbury","American painter (1864-1940)",NA,"""Lynn""","""Boston""","""male""","""United States of America""",NA,"""1864-07-14T00:00:00Z"""
"Q4762412","Angela Conner","British sculptor",NA,NA,NA,"""female""","""United Kingdom""",NA,"""1935-01-01T00:00:00Z"""
"Q4768227","Anne Chu","American artist",NA,"""New York City""","""New York City""","""female""","""United States of America""",NA,"""1959-01-01T00:00:00Z"""
"Q4776434","Antonio Baratti","Italian engraver",NA,"""Belluno""","""Venice""","""male""","""Republic of Venice""",NA,"""1724-01-07T00:00:00Z"""
"Q4760131","Andrée Ruellan","American artist (1905-2006)",NA,"""Manhattan"",""New York City""","""Kingston""","""female""","""United States of America""",NA,"""1905-04-06T00:00:00Z"""
"Q4899015","Betty Woodman","American artist",NA,"""Norwalk""","""Italy""","""female""","""United States of America""",NA,"""1930-01-01T00:00:00Z"""
"Q5075604","Charles Bierstadt","American photographer",NA,NA,NA,"""male""","""United States of America""",NA,"""1819-01-01T00:00:00Z"""
"Q5077963","Charles Garabedian","American artist (1923-2016)",NA,"""Detroit""","""Santa Monica""","""male""","""United States of America""",NA,"""1923-01-01T00:00:00Z"""
"Q4786759","Archie Musick","American artist (1902-1978)",NA,"""Kirksville""","""Colorado Springs""","""male""","""United States of America""",NA,"""1902-01-19T00:00:00Z"""
"Q4301086","Thomas Malton","British artist (1748-1804)",NA,"""London""","""London""","""male""",NA,NA,"""1748-01-01T00:00:00Z"""
"Q5342409","Edward Corbett","American artist (1919-1971)",NA,"""Chicago""",NA,"""male""","""United States of America""",NA,"""1919-08-22T00:00:00Z"""
"Q5213204","Dan Budnik","American photographer",NA,"""New York City""","""Tucson""","""male""","""United States of America""",NA,"""1933-05-20T00:00:00Z"""
"Q3719940","Edward Calvert","British artist (1799-1883)",NA,"""Appledore""","""London""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1799-09-20T00:00:00Z"""
"Q3704392","Deborah Bell","South African artist",NA,"""Johannesburg""",NA,"""female""","""South Africa""",NA,"""1957-01-01T00:00:00Z"""
"Q5294237","Donald De Lue","American artist",NA,"""Boston""","""Leonardo""","""male""","""United States of America""",NA,"""1897-10-05T00:00:00Z"""
"Q7345653","Robert Howlett","British photographer (1831-1858)",NA,"""Theberton""",NA,"""male""","""United Kingdom"",""United Kingdom of Great Britain and Ireland""",NA,"""1831-07-03T00:00:00Z"""
"Q8016102","William Newport Goodell","painter (1908-1999)",NA,"""Philadelphia""",NA,"""male""","""United States of America""",NA,"""1908-01-01T00:00:00Z"""
"Q8002794","Will Dyson","Australian illustrator",NA,"""Ballarat""","""Chelsea""","""male""","""Australia""",NA,"""1880-09-03T00:00:00Z"""
"Q11659558","Tatsuoki Nambata","Japanese painter (1905-1997)",NA,"""Asahikawa""",NA,"""male""","""Japan""",NA,"""1905-08-13T00:00:00Z"""
"Q11775089","Gertrud Arndt","German photographer and textile artist, Bauhaus student",NA,"""Racibórz""","""Darmstadt""","""female""","""Germany""",NA,"""1903-09-20T00:00:00Z"""
"Q7611709","Stevan Dohanos","American artist and illustrator (1907-1994)",NA,"""Lorain""","""Westport""","""male""","""United States of America""","""pneumonia""","""1907-05-18T00:00:00Z"""
"Q6284010","Joseph Hirsch","American artist (1910-1981)",NA,"""Philadelphia""","""Manhattan""","""male""","""United States of America""",NA,"""1910-04-25T00:00:00Z"""
"Q11885431","Eugen Wiškovský","Czech photographer (1888-1964)",NA,"""Dvůr Králové nad Labem""","""Prague""","""male""","""Czechoslovakia""",NA,"""1888-09-20T00:00:00Z"""
"Q6171195","Jean Michelin","French painter (1616-1670)",NA,"""Langres""","""Paris""","""male""","""Kingdom of France""",NA,"""1616-01-01T00:00:00Z"""
"Q7789203","Thomas E. Stephens","Welsh-American artist (1884-1966)","""natural causes""","""Cardiff""","""New York City""","""male""","""United States of America""","""cancer""","""1884-11-18T00:00:00Z"""
"Q7790390","Thomas Handforth","American artist (1897-1948)",NA,"""Tacoma""","""Los Angeles""","""male""","""United States of America""",NA,"""1897-09-16T00:00:00Z"""
"Q12017088","František Hudeček","Czech illustrator and painter (1909-1990)",NA,"""Němčice""","""Prague""","""male""","""Czechoslovakia""",NA,"""1909-04-07T00:00:00Z"""
"Q6120842","Jacques Rousseau","painter from France (1630-1693)",NA,"""Paris""","""London""","""male""","""France""",NA,"""1630-06-04T00:00:00Z"""
"Q6139752","James Millar","British painter (1735-1805)",NA,NA,NA,"""male""",NA,NA,"""1735-01-01T00:00:00Z"""
"Q12805918","Vladimir Makuc","Slovene painter",NA,"""Solkan""",NA,"""male""","""Kingdom of Italy"",""Slovenia"",""Socialist Federal Republic of Yugoslavia""",NA,"""1925-05-08T00:00:00Z"""
"Q8002005","Wilfrid Zogbaum","American painter and sculptor (1915-1965)",NA,"""Newport""","""New York City""","""male""","""United States of America""",NA,"""1915-09-10T00:00:00Z"""
"Q8006794","William Christenberry","American artist (1936-2016)","""natural causes""","""Tuscaloosa""","""Washington, D.C.""","""male""","""United States of America""","""Alzheimer's disease""","""1936-11-05T00:00:00Z"""
"Q8013556","William Jennys","American artist (1774-1859)",NA,NA,NA,"""male""","""United States of America""",NA,"""1774-01-01T00:00:00Z"""
"Q8015236","William Matthew Prior","American painter (1806-1873)",NA,"""Bath""","""East Boston""","""male""","""United States of America""",NA,"""1806-05-16T00:00:00Z"""
"Q6075074","Irwin Kremen","American artist",NA,"""Chicago""",NA,"""male""","""United States of America""",NA,"""1925-01-01T00:00:00Z"""
"Q6223589","John Browne","British artist, born 1742",NA,"""Finchingfield""",NA,"""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1741-01-01T00:00:00Z"""
"Q6236227","John Greenwood","painter from the United States active in the Netherlands and Great Britain (1727-1792)",NA,"""Boston""","""London""","""male""","""United States of America""",NA,"""1727-12-07T00:00:00Z"""
"Q6255995","John Russell","English painter (1745-1806)","""natural causes""","""Guildford""","""Kingston upon Hull""","""male""","""United Kingdom""","""typhus""","""1745-03-29T00:00:00Z"""
"Q6104597","J. Andre Smith","American architect and artist",NA,NA,NA,"""male""","""United States of America""",NA,"""1880-01-01T00:00:00Z"""
"Q6153341","Janet Fish","American painter",NA,"""Boston""",NA,"""female""","""United States of America""",NA,"""1938-05-18T00:00:00Z"""
"Q6169417","Jean-Louis Anselin","French engraver",NA,"""Paris""","""former 11th arrondissement of Paris""","""male""","""France""",NA,"""1754-05-26T00:00:00Z"""
"Q6150403","Joannes van der Brugghen","Flemish engraver and painter",NA,"""City of Brussels""","""Antwerp""","""male""","""Spanish Netherlands""",NA,"""1649-01-01T00:00:00Z"""
"Q10330159","Mily Possoz","Portuguese painter",NA,"""Lisbon""","""Lisbon""","""female""","""Portugal"",""Kingdom of Portugal""",NA,"""1888-01-01T00:00:00Z"""
"Q6229773","John Donowell","British architect",NA,NA,NA,"""male""",NA,NA,NA
"Q6250253","John Nelson Battenberg","American sculptor",NA,NA,NA,"""male""","""United States of America""",NA,"""1931-01-01T00:00:00Z"""
"Q6257845","John Silk Deckard","American artist",NA,"""Erie""","""Erie""","""male""","""United States of America""",NA,"""1938-01-01T00:00:00Z"""
"Q6303669","Judith Shea","American artist",NA,"""Philadelphia""",NA,"""female""","""United States of America""",NA,"""1948-01-01T00:00:00Z"""
"Q7153423","Paul Sample","American artist (1896-1974)",NA,"""Louisville""","""Norwich""","""male""","""United States of America""",NA,"""1896-09-14T00:00:00Z"""
"Q6318545","Justus Danckerts","Dutch artist",NA,"""Amsterdam""","""Amsterdam""","""male""","""Netherlands""",NA,"""1635-11-11T00:00:00Z"""
"Q6424017","Knute Heldner","American artist",NA,"""Vederslöv""","""New Orleans""","""male""","""United States of America""",NA,"""1877-06-10T00:00:00Z"",""1875-01-01T00:00:00Z"""
"Q12641232","Riko Debenjak","Slovene painter and drawer (1908-1987)",NA,"""Kanal ob Soči""","""Ljubljana""","""male""","""Kingdom of Italy"",""Socialist Federal Republic of Yugoslavia"",""Austria-Hungary""",NA,"""1908-02-08T00:00:00Z"""
"Q6699288","Ludwig Mestler","American artist",NA,"""Vienna""","""Boston""","""male""","""United States of America""",NA,"""1891-01-01T00:00:00Z"""
"Q6264191","John William Hill","American artist (1812-1879)",NA,"""London""","""West Nyack""","""male""","""United Kingdom of Great Britain and Ireland""",NA,"""1812-01-13T00:00:00Z"""
"Q6686926","Louis Conrad Rosenberg","American printmaker",NA,NA,NA,"""male""",NA,NA,"""1890-01-01T00:00:00Z"""
"Q12951031","Bartolomeo Spani","Italian sculptor, goldsmith, architect",NA,NA,NA,"""male""",NA,NA,"""1468-01-01T00:00:00Z"""
"Q6752769","Manuel Neri","American artist",NA,"""Sanger""","""Sacramento""","""male""","""United States of America""",NA,"""1930-04-12T00:00:00Z"""
"Q8962854","Friedrich Guimpel","German illustrator, engraver and botanical artist (1774–1839)",NA,"""Berlin""","""Berlin""","""male""","""Germany""",NA,"""1774-01-01T00:00:00Z"",""1774-08-01T00:00:00Z"""
"Q11728479","Joseph Wagner","engraver (1706-1780)",NA,"""Gestratz""","""Venice"",""Munich""","""male""","""Holy Roman Empire""",NA,"""1706-01-01T00:00:00Z"""
"Q6077568","Isabel Bishop","American painter (1902-1988)",NA,"""Cincinnati""","""The Bronx""","""female""","""United States of America""",NA,"""1902-03-03T00:00:00Z"""
"Q7169132","Perle Fine","American artist (1905-1988)",NA,"""Boston""","""East Hampton""","""female""","""United States of America""",NA,"""1905-01-01T00:00:00Z"""
"Q7192019","Pierre-Philippe Choffard","French artist",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1730-03-19T00:00:00Z"""
"Q7341836","Robert Ball Hughes","American artist",NA,"""London""","""Boston""","""male""","""United States of America""",NA,"""1804-01-19T00:00:00Z"""
"Q7351025","Robert Whitman","American artist",NA,"""New York City""",NA,"""male""","""United States of America""",NA,"""1935-01-01T00:00:00Z"""
"Q7529538","Sir William Congreve, 1st Baronet","British Army general",NA,NA,NA,"""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1742-07-04T00:00:00Z"""
"Q7308806","Reginald Marsh","American painter (1898–1954)",NA,"""Paris""","""Dorset""","""male""","""United States of America""",NA,"""1898-03-14T00:00:00Z"""
"Q11838217","Włodzimierz Kotkowski",NA,NA,"""Łódź""","""Kraków""","""male""","""Poland""",NA,"""1942-07-07T00:00:00Z"""
"Q12069002","Henry Shrady","American sculptor",NA,"""New York City""","""New York City""","""male""","""United States of America""",NA,"""1871-10-12T00:00:00Z"""
"Q8004950","William Baillie","Irish artist, printmaker and art collector (1723-1810)",NA,"""County Carlow""","""Paddington""","""male""","""Kingdom of Ireland""",NA,"""1723-06-05T00:00:00Z"""
"Q7876497","Uberto Dell’Orto","Italian painter (1848-1895)",NA,"""Milan""","""Milan""","""male""","""Kingdom of Italy""",NA,"""1848-01-06T00:00:00Z"""
"Q6707623","Lydia Gibson","American artist",NA,NA,NA,"""female""","""United States of America""",NA,"""1891-01-01T00:00:00Z"""
"Q8006477","William Camden Edwards","British engraver",NA,"""Monmouthshire""","""Suffolk""","""male""",NA,NA,"""1777-01-01T00:00:00Z"""
"Q8018013","William S. Schwartz","American painter and lithographer",NA,"""Smarhoń""","""Chicago""","""male""","""United States of America""",NA,"""1896-02-23T00:00:00Z"""
"Q7325994","Richard Gordon","American photographer","""natural causes""","""Chicago""","""Berkeley""","""male""","""United States of America""","""cancer""","""1945-06-06T00:00:00Z"""
"Q12320018","Johann Martin Bernigeroth","German engraver",NA,"""Leipzig""","""Leipzig""","""male""","""Germany""",NA,"""1713-11-07T00:00:00Z"""
"Q9285785","Hamilton Hamilton","American artist (1847 - 1928)",NA,"""Oxford""","""Norwalk""","""male""","""United States of America""",NA,"""1847-01-01T00:00:00Z"""
"Q6120497","Jacques Chereau","French engraver and printseller",NA,"""Blois""","""Paris""","""male""","""France""",NA,"""1688-10-29T00:00:00Z"""
"Q6132485","James DeWoody","American painter, printmaker, and sculptor",NA,"""United States of America""",NA,"""male""","""United States of America""",NA,"""1945-05-31T00:00:00Z"""
"Q6255546","John Romney","English artist involved in printmaking and watercolour (1785-1863)",NA,NA,NA,"""male""",NA,NA,"""1785-06-01T00:00:00Z"""
"Q11725550","Jerzy Tchorzewski","Polish artist (1928-1999)",NA,"""Siedlce""","""Warsaw""","""male""","""Poland""",NA,"""1928-04-24T00:00:00Z"""
"Q6218902","John Ames Mitchell","American writer (1845-1918)",NA,"""New York City""","""Ridgefield""","""male""","""United States of America""",NA,"""1845-01-17T00:00:00Z"""
"Q6255389","John Roettiers","British engraver and medallist",NA,"""Antwerp""","""London""","""male""","""Southern Netherlands""",NA,"""1631-07-04T00:00:00Z"""
"Q6272294","Jonas Umbach","German painter and engraver (1624-1693)",NA,"""Augsburg""","""Augsburg""","""male""",NA,NA,"""1624-01-01T00:00:00Z"""
"Q6290431","Josiah Boydell","British print publisher and seller (1752-1817)",NA,"""Hawarden""","""Shepperton""","""male""","""United Kingdom""",NA,"""1752-01-18T00:00:00Z"""
"Q6389939","Kenneth Callahan","Abstract Expressionism painter (1905-1986)",NA,"""Spokane""","""Seattle""","""male""","""United States of America""",NA,"""1905-10-30T00:00:00Z"""
"Q7411969","Samuel Lane","English portrait-painter (1780-1859)",NA,"""King's Lynn""","""Ipswich""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1780-07-26T00:00:00Z"""
"Q10631570","Pierre-Imbert Drevet","French graphic artist",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1697-06-22T00:00:00Z"""
"Q8563908","Florence McClung","American artist",NA,"""St. Louis""","""Dallas""","""female""",NA,NA,"""1894-07-12T00:00:00Z"""
"Q6486700","Masayuki Nagare","Japanese artist (1923-2018)",NA,"""Nagasaki""",NA,"""male""","""Japan""",NA,"""1923-02-14T00:00:00Z"""
"Q6503905","Lawrence Calcagno","American painter, 1913-1993",NA,"""San Francisco""","""State College""","""male""","""United States of America""",NA,"""1913-03-23T00:00:00Z"""
"Q6524309","Leo Villareal","American installation artist, sculptor, and digital artist",NA,"""Albuquerque""",NA,"""male""","""United States of America""",NA,"""1967-01-01T00:00:00Z"""
"Q6524926","Leon Underwood","British artist (1890-1975)",NA,"""Shepherd's Bush""","""London""","""male""","""United Kingdom"",""United Kingdom of Great Britain and Ireland""",NA,"""1890-12-25T00:00:00Z"""
"Q6273106","Jonathan Fisher","American minister (1768-1847)",NA,NA,NA,"""male""","""United States of America""",NA,"""1768-01-01T00:00:00Z"""
"Q6077203","Isaac Taylor","British engraver (1730-1807)",NA,"""Worcester""","""Edmonton""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1730-12-13T00:00:00Z"""
"Q7317474","Reuben Kadish","American artist (1913-1992)",NA,"""Chicago""","""New York City""","""male""","""United States of America""",NA,"""1913-01-29T00:00:00Z"""
"Q7351186","Robert Winthrop Chanler","American artist (1872-1930)",NA,"""New York City""","""Woodstock""","""male""","""United States of America""",NA,"""1872-02-22T00:00:00Z"""
"Q6686779","Louis Bouché","painter and muralist (1896-1969)",NA,"""New York City""","""Pittsfield""","""male""","""United States of America""",NA,"""1896-03-18T00:00:00Z"""
"Q6695873","Luca Ciamberlano","engraver, painter and jurist (1580-1641)",NA,"""Urbino""","""Rome""","""male""","""Papal States""",NA,"""1580-01-01T00:00:00Z"""
"Q6734820","Mahonri Young","American sculptor (1877-1957)",NA,"""Salt Lake City""","""Norwalk""","""male""","""United States of America""",NA,"""1877-08-09T00:00:00Z"""
"Q6375779","Kate Shepherd","American artist",NA,"""New York City""",NA,"""female""","""United States of America""",NA,"""1961-01-01T00:00:00Z"""
"Q6742538","Malcolm Osborne","(1880 - 1963) British landscape and portrait artist",NA,"""Frome""",NA,"""male""","""United Kingdom""",NA,"""1880-08-01T00:00:00Z"""
"Q6793620","Mauricio Lasansky","Graphic artist, Printmaker (1914–2012)",NA,"""Buenos Aires""","""Iowa City""","""male""","""Argentina"",""United States of America""",NA,"""1914-10-12T00:00:00Z"""
"Q6915945","Moses Soyer","American artist (1899-1974)",NA,"""Borisoglebsk""","""Long Island""","""male""","""Russian Empire"",""United States of America"",""Soviet Union""",NA,"""1899-12-25T00:00:00Z"""
"Q10964291","Nicoletto de Modène","Italian artist (1490-1569)",NA,"""Modena""",NA,"""male""",NA,NA,"""1490-01-01T00:00:00Z"""
"Q8019587","William Turner","English painter (1789-1862)",NA,"""Black Bourton""","""St John Street""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1789-11-12T00:00:00Z"""
"Q6259750","John Swaine","British artist (1775-1860)",NA,"""Stanwell""","""Dean Street""","""male""","""Great Britain"",""United Kingdom of Great Britain and Ireland""",NA,"""1775-06-26T00:00:00Z"""
"Q6915812","Moses Haughton the younger","English engraver and painter (1773-1849)",NA,"""Wednesbury""",NA,"""male""",NA,NA,"""1773-07-07T00:00:00Z"""
"Q7144042","Pat Steir","artist",NA,"""Newark""",NA,"""female""","""United States of America""",NA,"""1938-01-01T00:00:00Z"""
"Q6136898","James Johnson","English architectural draftsman, watercolorist and oil painter (1803-1834)",NA,"""Downend""","""Bath""","""male""","""United Kingdom of Great Britain and Ireland""",NA,"""1803-01-01T00:00:00Z"""
"Q7024553","Niccola Ricciolini","Italian painter (1687-1772)",NA,"""Rome""","""Rome""","""male""",NA,NA,"""1687-02-01T00:00:00Z"""
"Q11203762","Adriana Maraž","Slovenian artist (1931-2015)",NA,"""Ilirska Bistrica""",NA,"""female""","""Kingdom of Italy"",""Slovenia"",""Socialist Federal Republic of Yugoslavia""",NA,"""1931-12-26T00:00:00Z"""
"Q13457206","Sébastien Leclerc II","French painter",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1676-09-29T00:00:00Z"""
"Q7790762","Thomas Holloway","British artist (1748-1827)",NA,"""London""","""Coltishall""","""male""","""United Kingdom"",""United Kingdom of Great Britain and Ireland""",NA,"""1748-01-01T00:00:00Z"""
"Q7150600","Paul Feeley","American artist (1910-1966)",NA,"""Des Moines""","""New York City""","""male""","""United States of America""",NA,"""1910-07-27T00:00:00Z"""
"Q6776418","Martin Puryear","African American artist",NA,"""Washington, D.C.""",NA,"""male""","""United States of America""",NA,"""1941-05-23T00:00:00Z"""
"Q6257118","John Scott","English Quaker poet and writer",NA,NA,NA,"""male""",NA,NA,"""1730-01-09T00:00:00Z"""
"Q16239927","Robert Hills","English painter and etcher",NA,NA,"""London""","""male""","""United Kingdom""",NA,"""1769-06-26T00:00:00Z"""
"Q19799660","Philip Kappel","American painter, writer, printmaker and illustrator",NA,"""Hartford""",NA,"""male""","""United States of America""",NA,"""1901-01-01T00:00:00Z"""
"Q15453337","Joseph Margulies","American artist",NA,"""Vienna""",NA,"""male""","""United States of America""",NA,"""1896-01-01T00:00:00Z"""
"Q20049352","John Baptist Closterman","painter, d. 1713. Brother of John Closterman",NA,NA,NA,"""male""","""United Kingdom""",NA,"""1660-01-01T00:00:00Z"""
"Q20051236","Albert de Belleroche","Welsh painter and lithographer",NA,"""Swansea""","""Southwell""","""male""","""Wales"",""United Kingdom"",""United Kingdom of Great Britain and Ireland""",NA,"""1864-10-22T00:00:00Z"""
"Q16012501","Edna Reindel","Surrealist and American Regionalist painter, sculptor and muralist and art educator (1894-1990)",NA,"""Detroit""","""Bloomfield Hills"",""Santa Monica""","""female""","""United States of America""",NA,"""1894-04-03T00:00:00Z"",""1894-01-01T00:00:00Z"""
"Q16013455","Kenneth Kilstrom","print maker",NA,"""Chicago""","""New York City""","""male""","""United States of America""",NA,"""1922-12-25T00:00:00Z"""
"Q16030841","John Douglas Miller","English reproductive engraver",NA,NA,NA,"""male""",NA,NA,"""1860-01-01T00:00:00Z"""
"Q18214143","Victor-François-Eloi Biennourry","French painter",NA,"""Bar-sur-Aube""","""5th arrondissement of Paris""","""male""","""France""",NA,"""1823-01-10T00:00:00Z"""
"Q18346384","Charles S. Klabunde","American artist",NA,"""Omaha""",NA,"""male""","""United States of America""",NA,"""1935-10-01T00:00:00Z"""
"Q18508019","Charles-Melchior Descourtis","French engraver",NA,"""Paris""","""Paris""","""male""","""France""",NA,"""1753-01-01T00:00:00Z"""
"Q18507753","Ambrogio Brambilla","Italian printmaker",NA,"""Milan""",NA,"""male""",NA,NA,"""1600-01-01T00:00:00Z"""
"Q17466741","Frank Lobdell","American painter",NA,NA,NA,"""male""","""United States of America""",NA,"""1921-01-01T00:00:00Z"""
"Q18511832","Antoine Trouvain","French copperplate engraver",NA,NA,"""Paris""","""male""","""France""",NA,"""1652-01-01T00:00:00Z"""
"Q17582699","Gohar Dashti","Iranian photographer",NA,"""Ahvaz""",NA,"""female""","""Iran""",NA,"""1980-01-01T00:00:00Z"""
"Q20711163","Donald Saff","American graphic artist; art historian, educator, and lecturer",NA,"""New York City""",NA,"""male""","""United States of America""",NA,"""1937-01-01T00:00:00Z"""
"Q18655443","Roger Chailloux","Dutch painter (1931-1977)",NA,"""The Hague""","""Amsterdam""","""male""","""Kingdom of the Netherlands""",NA,"""1931-02-07T00:00:00Z"""
"Q14623807","Bartholomäus Kilian","German engraver",NA,"""Augsburg""","""Augsburg""","""male""","""Germany""",NA,"""1630-05-06T00:00:00Z"""
"Q19833204","Costanzo da Ferrara","medallist and painter active in Ferrara, Italy",NA,"""Venice""","""Naples""","""male""","""Republic of Venice""",NA,"""1450-01-01T00:00:00Z"""
"Q16853512","Gaspare Galliari","Italian painter and scenic designer (1760-1818)",NA,"""Treviglio""","""Milan""","""male""",NA,NA,"""1760-01-01T00:00:00Z"""
"Q16855561","Pavel Roučka","Czech artist and painter",NA,"""Prague""",NA,"""male""","""Czech Republic"",""Czechoslovakia""",NA,"""1942-06-20T00:00:00Z"""
"Q16856140","Wallace Leroy DeWolf","American businessman and artist (1854-1930)",NA,NA,NA,"""male""","""United States of America""",NA,"""1854-02-24T00:00:00Z"""
"Q20204799","John Johnston","American painter, born 1753",NA,"""Boston""","""Boston""","""male""","""United States of America""",NA,"""1752-01-01T00:00:00Z"""
"Q16010024","Leon Kelly","American painter",NA,"""Philadelphia""","""Loveladies""","""male""","""United States of America""",NA,"""1901-10-21T00:00:00Z"""
"Q15428881","Joseph Whiting Stock","American painter","""natural causes""","""Springfield""","""Springfield""","""male""","""United States of America""","""tuberculosis""","""1815-01-30T00:00:00Z"""
"Q15487727","Lee Gatch","American artist",NA,"""Baltimore""","""Trenton""","""male""","""United States of America""",NA,"""1902-09-10T00:00:00Z"""
"Q17482373","Juste Chevillet","German-French artist and copperplate engraver",NA,"""Frankfurt (Oder)""","""Paris""","""male""","""France""",NA,"""1729-01-01T00:00:00Z"""
"Q17492897","Wally Elenbaas","Dutch photographer, painter and sculptor",NA,"""Rotterdam""","""Rotterdam""","""male""","""Kingdom of the Netherlands""",NA,"""1912-04-21T00:00:00Z"""
"Q19666084","Miriam McKinnie","American painter",NA,"""Evanston""","""Berryville""","""female""","""United States of America""",NA,"""1906-05-22T00:00:00Z"""
"Q19729645","Albert Abramovitz","American painter",NA,"""Riga""","""East Meadow""","""male""","""Russia""",NA,"""1879-01-01T00:00:00Z"""
"Q18555733","Matthew Darly","designer and printseller (c.1720–1780)",NA,NA,NA,"""male""",NA,NA,"""1720-01-01T00:00:00Z"""
"Q19753342","John von Wicht","German painter",NA,"""Malente""","""New York City""","""male""","""Germany"",""United States of America""",NA,"""1888-01-01T00:00:00Z"""
"Q19753889","Godfridus Johannes Hoogewerff","art historian",NA,"""Amersfoort""","""Florence""","""male""","""Kingdom of the Netherlands""",NA,"""1884-06-20T00:00:00Z"""
"Q17537842","Henri Béchard","French photographer",NA,NA,NA,"""male""","""France""",NA,"""1830-01-01T00:00:00Z"""
"Q13560692","Ellen Lanyon","American artist (1926-2013)",NA,"""Chicago""",NA,"""female""","""United States of America""",NA,"""1926-12-21T00:00:00Z"""
"Q19817688","Michael Lenson","American painter",NA,NA,NA,"""male""","""United States of America""",NA,"""1903-02-21T00:00:00Z"""
